Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1778707580,100,,Aggregated,23.400000,0.000000,100,300,2400,3000,4100,4900,5900,6900,9800,11000,11000,2981,0,100.0,1183.909900138197,1.6602079995209351,10636.582957999053,250.370010063737
1778707581,100,,Aggregated,23.500000,0.000000,100,300,2400,3000,4100,4900,5900,6900,9200,11000,11000,3009,0,100.0,1183.8400559082625,1.6602079995209351,10636.582957999053,250.52442671984048
1778707582,100,,Aggregated,24.000000,0.000000,100,300,2400,3000,4100,4800,5900,6900,9200,11000,11000,3041,0,100.0,1179.886109180846,1.6602079995209351,10636.582957999053,250.18612298585992
1778707583,100,,Aggregated,24.400000,0.000000,100,300,2400,3000,4100,4800,5900,6900,9200,11000,11000,3058,0,100.0,1178.410199591875,1.6602079995209351,10636.582957999053,250.1412688031393
1778707584,100,,Aggregated,26.100000,0.000000,100,300,2400,3000,4000,4800,5900,6900,9200,11000,11000,3092,0,100.0,1177.2181605012788,1.6602079995209351,10636.582957999053,249.96636481241916
1778707585,100,,Aggregated,26.700000,0.000000,100,300,2400,3000,4000,4800,5900,6800,9200,11000,11000,3118,0,100.0,1175.5164872187154,1.6602079995209351,10636.582957999053,249.783194355356
1778707586,100,,Aggregated,24.800000,0.000000,100,300,2400,3000,4000,4800,5900,6800,9200,11000,11000,3139,0,100.0,1172.8812183488224,1.6602079995209351,10636.582957999053,249.93596686842943
1778707587,100,,Aggregated,25.900000,0.000000,100,300,2400,3000,4000,4800,5900,6800,9200,11000,11000,3153,0,100.0,1172.0708059194242,1.6602079995209351,10636.582957999053,249.61560418648907
1778707588,100,,Aggregated,26.300000,0.000000,100,300,2400,3000,4000,4800,5900,6900,9200,11000,11000,3170,0,100.0,1177.1650084715911,1.6602079995209351,10636.582957999053,249.64132492113563
1778707589,100,,Aggregated,25.800000,0.000000,100,300,2400,3000,4000,4800,5900,6900,9200,11000,11000,3200,0,100.0,1176.003280514984,1.6602079995209351,10636.582957999053,250.0903125
1778707590,100,,Aggregated,25.500000,0.000000,100,300,2400,3000,4100,4900,5900,6900,9200,11000,11000,3225,0,100.0,1183.6412455757968,1.6602079995209351,10636.582957999053,249.8415503875969
1778707591,100,,Aggregated,24.700000,0.000000,100,300,2500,3000,4100,4900,5900,6900,9200,11000,11000,3238,0,100.0,1185.8470743718178,1.6602079995209351,10636.582957999053,250.0605311920939
1778707592,100,,Aggregated,24.100000,0.000000,100,300,2500,3000,4100,4900,5900,6900,9200,11000,11000,3257,0,100.0,1185.1478264061852,1.6602079995209351,10636.582957999053,249.8793368130181
1778707593,100,,Aggregated,23.900000,0.000000,100,300,2400,3000,4100,4900,5900,6900,9200,11000,11000,3285,0,100.0,1183.2489797360577,1.6602079995209351,10636.582957999053,250.11628614916287
1778707594,100,,Aggregated,22.700000,0.000000,100,300,2500,3000,4100,4900,5900,6800,9200,11000,11000,3313,0,100.0,1190.5837035218697,1.6602079995209351,10636.582957999053,250.02565650467855
1778707595,100,,Aggregated,21.700000,0.000000,100,300,2500,3000,4100,4900,5900,6900,9800,11000,11000,3338,0,100.0,1191.9452787153832,1.6602079995209351,10904.134957998394,250.16506890353506
1778707596,100,,Aggregated,22.400000,0.000000,100,300,2500,3000,4100,4900,5900,6900,9800,11000,11000,3350,0,100.0,1192.0518161247603,1.6602079995209351,10904.134957998394,250.31402985074627
1778707597,100,,Aggregated,22.100000,0.000000,100,300,2500,3000,4100,4900,5900,6900,9800,11000,11000,3376,0,100.0,1191.541185949333,1.6602079995209351,10904.134957998394,250.65373222748815
1778707598,100,,Aggregated,21.800000,0.000000,100,300,2500,3000,4100,4900,5900,6900,9800,11000,11000,3398,0,100.0,1192.5760412171717,1.6602079995209351,10904.134957998394,250.61712772218954
1778707599,100,,Aggregated,21.200000,0.000000,100,300,2500,3000,4100,4900,5900,6800,9800,11000,11000,3424,0,100.0,1196.441909868852,1.6602079995209351,10904.134957998394,250.52540887850466
